"Accuracy","Precision","Sensitivity","Specificity"
0.881316098707403,NA,0,1
0.884449667058363,NA,0,1
0.899334116725421,NA,0,1
0.888366627497062,NA,0,1
0.892283587935762,NA,0,1
0.882099490795143,NA,0,1
0.887974931453192,NA,0,1
0.897375636506071,NA,0,1
0.885233059146103,NA,0,1
0.878182530356443,NA,0,1
